id,Material Type,Process Type,call_number,Library Name,Location Name,mms_id,title,ISBN,ISSN,Author,Publisher,Publication Place,Publication Date,Subjects,651$$0,651$$1,Num of Loans Including Pre-Migration (In House),Description,Internal Note 1,Internal Note 2,Internal Note 3,date_acquired,Item Modification Date,predicted_category,confidence,prob_Ancient Western Asia,prob_Central Asia & Siberia,"prob_China, South Asia, & East Asia",prob_Cross-Cultural Studies & Other,prob_Egypt & North Africa,prob_European and Classical Antiquity,prob_The Caucasus & The Western Steppe,final_category
31154069009247,Book,In Process,TX713 .T37 2025,NYU Inst Study Ancient World,Small Collection,9998785422807876,In taberna : finger food dall'antica Roma /,8891335185; 9788891335180,,"Tapinassi, Martina, 1986- author.",L'Erma di Bretschneider,Roma ; Bristol (USA) :,2025.,"Cooking, Roman--History.; Food habits--Rome--History.; Food--Rome--History.; cookbooks.; recipes.; Cookbooks.; Recipes.; Recettes.; Roman Empire.; Livres de cuisine.; Habitudes alimentaires--Rome--Histoire.; Aliments--Rome--Histoire.; Cuisine romaine--Histoire.",http://vocab.getty.edu/tgn/7030347,,0,,,,,2026-02-26,2026-03-11,European and Classical Antiquity,0.9531087379256652,0.0,0.0183099213814068,0.0,0.0285813406929278,0.0,0.9531087379256652,0.0,European and Classical Antiquity
31154069009254,Book,,BV43 .A446 2024,NYU Inst Study Ancient World,Small Collection,9998785422707876,Algorithmic musings in Syriac : a verse poem on computation attributed to George of the Arabs /,1463247052; 9781463247058; 9781463247065; 1463247060,,,Gorgias Press LLC,"Piscataway, NJ :",2024.,Fasts and feasts.; Church calendar.; Syria.; Calendrier liturgique.,https://pleiades.stoa.org/places/1306,,0,,,,,2026-02-26,2026-02-26,Ancient Western Asia,0.9510856934999848,0.9510856934999848,0.0198142852812496,0.0,0.0,0.0,0.0171366791621618,0.0119633420566035,Ancient Western Asia
31154069009262,Issue,,DS56 .S45,NYU Inst Study Ancient World,Oak Collection,990056893390107876,Ash-sharq : bulletin of the Ancient Near East.,,2513-8529,,Archaeopress Publishing Ltd,"Oxford, UK :",2017-,Archaeology--Middle East--Periodicals.; Excavations (Archaeology)--Middle East--Periodicals.; Middle East--Antiquities--Periodicals.; Antiquities; Archaeology; Excavations (Archaeology); Middle East; Periodicals; Middle East.; Moyen-Orient--Antiquités--Périodiques.,http://vocab.getty.edu/tgn/7001526;,,0,v.9(2025),,,,2026-02-26,2026-02-26,Ancient Western Asia,0.8554934918480128,0.8554934918480128,0.0219894287990309,0.0343834704857574,0.0230620838623982,0.0433736439613912,0.0127776410588963,0.0089202399845125,Ancient Western Asia
31154069009270,Issue,,DS161 .A65,NYU Inst Study Ancient World,Oak Collection,990035170110107876,Aramazd : Armenian journal of Near Eastern studies.,,1829-1376,,Archaeopress Journals; Association for Near Eastern and Caucasian Studies,Yerevan [Armenia] :,2006-,"Armenians--History--Periodicals.; Armenia--Civilization--Periodicals.; Armenia--Antiquities--Periodicals.; Excavations (Archaeology)--Middle East--Periodicals.; Antiquities, Prehistoric--Middle East--Periodicals.; Middle East--Antiquities--Periodicals.; Antiquities; Armenians; Civilization; Armenia; Middle East; History; Periodicals; Periodicals.; Middle Eastern philology.; Caucasian philology.; Middle East--Antiquities.; Caucasus--Antiquities.; Armenia (region); Middle East.; Armenia--History--Periodicals.",https://pleiades.stoa.org/places/874350; http://vocab.getty.edu/tgn/7001526;,,0,v.19(2025),,,,2026-02-26,2026-02-26,The Caucasus & The Western Steppe,0.534618526201958,0.1242043040671215,0.1782061754006526,0.0496817216268486,0.0333231059692277,0.0626718965476301,0.0172942701865612,0.534618526201958,The Caucasus & The Western Steppe
31154069009288,Book,,DS153.3 .K457 2025,NYU Inst Study Ancient World,Large Collection,9998785422307876,Khirbet al-Khalde : final publications from the Khirbet al-Khalde archaeological project 2023 /,2503618626; 9782503618623,,,Brepols,Turnhout :,[2025],Human settlements--Jordan--History.; Excavations (Archaeology)--Jordan.; Jordan--Antiquities.; Khirbet al-Khalde (Jordan); Human settlements--History.; Jordan; 'Praesidio'.; Établissements humains--Jordanie--Histoire.; Jordanie--Antiquités.,https://pleiades.stoa.org/places/746796;,https://id.oclc.org/worldcat/entity/E39PBJgMCMwpB3Qrd9t7MBYHG3;,0,,,,,2026-02-26,2026-02-26,Ancient Western Asia,0.8549828768189563,0.8549828768189563,0.0283921043337043,0.0343629481592307,0.0,0.0433477557054516,0.02999939918663,0.0089149157960268,Ancient Western Asia
31154069009296,Bound Issue,,DS69.5 .M46,NYU Inst Study Ancient World,Large Collection,990028697980107876,Mesopotamia /,,0391-4135,,Giappichelli,Torino :,1966-,Iraq--Antiquities--Periodicals.; Archeologie.; Epigrafie.; Mesopotamia (general region); Antiquities.; Iraq.; Periodicals.,http://vocab.getty.edu/page/tgn/7001554 (OCoLC)fst01205757,,0,v.60(2025),,,,2026-02-26,2026-02-26,Ancient Western Asia,0.8445123448362588,0.8445123448362588,0.0283422267099699,0.0443169363101348,0.0,0.0559043921343444,0.0154267816269456,0.0114973183823463,Ancient Western Asia
31154069009304,Book,,DT73.A4 H45 2021,NYU Inst Study Ancient World,Large Collection,9998785420607876,Pharos (Alexandria) : Insel der Gräber und Heiligtümer /,1906137730; 9781906137731,,"Helmbold-Doyé, Jana, author.",Golden House Publications,Berlin ; London :,2021.,"Egyptology.; Alexandria (Egypt)--Antiquities.; Pharos Lighthouse (Alexandria, Egypt); Antiquities; Egyptology; Egypt--Alexandria; Pharos.; Alexandria.; Phare d'Alexandrie (Égypte); Égyptologie.",https://pleiades.stoa.org/places/727197; https://pleiades.stoa.org/places/727070,https://id.oclc.org/worldcat/entity/E39PBJpjcrF7WTjXVwkDJjrTHC;,0,,,,,2026-02-26,2026-02-26,Egypt & North Africa,0.9846153846153848,0.0,0.0153846153846153,0.0,0.0,0.9846153846153848,0.0,0.0,Egypt & North Africa
31154069009312,Book,,BL793.C7 R44 2025,NYU Inst Study Ancient World,Large Collection,9998759309107876,Le berceau minoen de la religion hellénique : le labyrinthe des abeilles /,2874571482; 9782874571480,,"Reeth, J. M. F. van, 1960- author.",Éditions Safran,Bruxelles :,[2025],Minoans--Religion.; Labyrinths--Greece--Crete--Religious aspects.; Bees--Greece--Crete--Religious aspects.; Crete (Greece)--Religious life and customs.; Creta (island); Minoens--Religion.,https://pleiades.stoa.org/places/589748,,0,,,,,2026-02-26,2026-02-26,European and Classical Antiquity,0.5975872581036773,0.1182724781663528,0.0295681195415882,0.068813078205878,0.081101127885499,0.0868054885624607,0.5975872581036773,0.0178524495345438,European and Classical Antiquity
31154069009320,Book,,PJ3721.M3 C42 2018,NYU Inst Study Ancient World,Large Collection,9998785419107876,Les archives d'Ilu-kân : gestion et comptabilité du grain dans le palais de Mari /,295386539X; 9782953865394,,"Chambon, Grégory, author.",SEPOA,Paris :,[2018],"Cuneiform tablets--Syria--Mari (Extinct city); Civilization, Assyro-Babylonian; Cuneiform tablets; Syria; Syria--Mari (Extinct city); Civilization, Assyro-Babylonian.; Cuneiform tablets--Syria.; Mari (Extinct city); Māri.; Tablettes cunéiformes--Syrie--Mari (Ville ancienne); Mari (Ville ancienne); Civilisation assyro-babylonienne.",https://pleiades.stoa.org/places/286681704;,https://id.oclc.org/worldcat/entity/E39QbtfRrbPWVQ3tvhM9q9jX7B;,0,,,,,2026-02-26,2026-02-26,Ancient Western Asia,0.9417883611658264,0.9417883611658264,0.0,0.0,0.0,0.0456222169434495,0.012589421890724,0.0,Ancient Western Asia
31154069009338,Book,,PJ3671 .B47 2024,NYU Inst Study Ancient World,Large Collection,9998785419007876,"""Écoute ma tablette!"" : l'essor de la correspondance en Mésopotamie (2004-1594 av. n.è.) /",9791097449070,,"Béranger, Marine, author.",SEPOA,Paris :,2024.,Letter writing--Iraq--History--To 1500.; Assyro-Babylonian letters--Iraq--History.; Akkadian language--Iraq--History.; Iraq--Civilization--To 634.; Mesopotamia (region); Akkadien (Langue)--Irak--Histoire.; Irak--Civilisation--Jusqu'à 634.,https://pleiades.stoa.org/places/874602;,,0,,,,,2026-02-26,2026-02-26,Ancient Western Asia,0.6136290439713804,0.6136290439713804,0.0,0.0,0.0254431554817401,0.3477231249171155,0.0132046756297638,0.0,Ancient Western Asia
31154069009346,Book,In Process,DS156.P5 K67 2008,NYU Inst Study Ancient World,Large Collection,9998785524007876,Hellenistik ve Roma dönemlerinde dağlık Phrygia bölgesi kaya mezarları /,9750605284; 9789750605284,,"Kortanoğlu, R. Eser.",Anadolu Üniversitesi,Eskişehir :,2008.,Tombs--Turkey--Phrygia.; Sepulchral monuments--Turkey--Phrygia.; Phrygia--Antiquities.; Turkey--Antiquities.; Antiquities; Sepulchral monuments; Tombs; Asia--Phrygia; Turkey; Ausgrabung; Grabmal; Phrygien; Griechenland--Altertum; Römisches Reich; Anatolien; Phrygia.; Turquie--Antiquités.,https://pleiades.stoa.org/places/609502;,https://id.oclc.org/worldcat/entity/E39PBJxmHG9jJjCTM3y4pFRqcP;,0,,,,,2026-02-27,2026-03-18,The Caucasus & The Western Steppe,0.3892237147122504,0.2578807327928901,0.1297412382374168,0.164935739812038,0.0,0.0456276525911404,0.012590921854264,0.3892237147122504,The Caucasus & The Western Steppe
31154069009353,Book,,GN778.22.M65 S57 2025,NYU Inst Study Ancient World,Small Collection,9998785523907876,Bronzul târziu dintre Carpați și Marea Azov : materialitatea din așezările Noua-Sabatinovka-Coslogeni /,9975809030; 9789975809030; 5362415387; 9785362415389,,"Sîrbu, Mariana (Archaeologist), author.",Muzeul Național de Istorie a Moldovei,Chișinău :,2025.,"Bronze age--Moldova.; Bronze age--Romania.; Bronze age--Ukraine, Southern.; Moldova--Antiquities.; Romania--Antiquities.; Ukraine, Southern--Antiquities.; Moldova--Antiquities--Catalogs.; Moldova.; Romania.; southern Ukraine.; Moldavie--Antiquités.; Roumanie--Antiquités.; Moldavie--Antiquités--Catalogues.",http://vocab.getty.edu/tgn/7006656; http://vocab.getty.edu/tgn/1000091;,https://www.wikidata.org/entity/Q2641546;,0,,,,,2026-02-27,2026-02-27,Central Asia & Siberia,0.4068791365940116,0.1510137248064174,0.4068791365940116,0.0,0.1035522684386862,0.1108357613258109,0.0767053840286564,0.1510137248064174,Central Asia & Siberia
31154069009361,Book,In Process,DS155 .G86 2013,NYU Inst Study Ancient World,Large Collection,9998785523807876,Güneş Karadeniz'den doğar = Lux ex Ponto Euxino : Sümer Atasoy'a armağan yazılar = Studies presented in honour of Sümer Atasoy /,6054734024; 9786054734023,,,Hel Yayıncılık,"Emek, Ankara :",[2013],Archaeology--Turkey.; Museums--Turkey.; Turkey--Antiquities.; Turkey--Civilization.; Antiquities; Archaeology; Civilization; Museums; Turkey; Turkey.; Turquie--Antiquités.,https://vocab.getty.edu/tgn/1000144;,https://id.oclc.org/worldcat/entity/E39PBJxmHG9jJjCTM3y4pFRqcP;,0,,,,,2026-02-27,2026-03-18,Ancient Western Asia,0.7059987752035781,0.7059987752035781,0.0279115794847926,0.0436435606489484,0.0292731199474654,0.055054950359912,0.0381015212014629,0.1000164931538402,Ancient Western Asia
31154069009379,Book,,N7580 .M36 2020,NYU Inst Study Ancient World,Small Collection,9998785523707876,I volti del potere : alle origini del ritratto nell'arte dell'Oriente antico /,8806246119; 9788806246112,,"Matthiae, Paolo, author.",Giulio Einaudi editore,Torino :,[2020],"Antiquities; Kings and rulers; Portrait sculpture, Ancient; Portraits, Ancient; Middle East; Portraits; Portraits, Ancient--Middle East.; Portrait sculpture, Ancient--Middle East.; Middle East--Kings and rulers--Portraits.; Middle East--Antiquities.; Excavations (Archaeology)--Middle East.; Sovrani--Ritratti--Oriente--Antichità.; Middle East.; Moyen-Orient--Antiquités.",http://vocab.getty.edu/tgn/7001526;,,0,,,,,2026-02-27,2026-02-27,Ancient Western Asia,0.5724569579104255,0.5724569579104255,0.0152058879444956,0.0353882483071899,0.0417075783620452,0.0446411389196203,0.2814192750803012,0.0091809134759219,Ancient Western Asia
31154069009387,Book,,BR162.3 .M67 2025,NYU Inst Study Ancient World,Small Collection,9998785523607876,"Ancient religiosities in dialogue : Greek, Roman, Jewish and Christian : selected essays /",3161646061; 9783161646065; 9783161646072; 316164607X,,"Morgan, Teresa author. (Teresa Jean),",Mohr Siebeck,"Tübingen, Germany :",[2025],"Bible Criticism, interpretation, etc.; Church history--Primitive and early church, ca. 30-600.; Mediterranean Region--Religion--History.; Christianity and other religions--Greek.; Christianity and other religions--Roman.; Internum Mare.; Bible Critique, interprétation, etc.; Christianisme--Relations--Religion grecque.; Christianisme--Relations--Religion romaine.; Église--Histoire--ca 30-600 (Église primitive)",https://pleiades.stoa.org/places/1043,,0,,,,,2026-02-27,2026-02-27,European and Classical Antiquity,0.5597380782377275,0.402426069321242,0.0,0.0,0.0,0.0313818494424821,0.5597380782377275,0.0064540029985482,European and Classical Antiquity
31154069009403,Book,,DS156.C32 E93 v.3 2021,NYU Inst Study Ancient World,Large Collection,9998785523407876,Excavations at Karkemish.,8878491640; 9788878491649,,"Bolognani, Barbara, author.",manufacturer not identified; Ante quem,Bologna :,[2021].,"Pottery, Ancient--Turkey--Karkamiş.; Excavations (Archaeology)--Turkey--Karkamiş.; Excavations (Archaeology)--Turkey--Carchemish (Extinct city); Karkamiş (Turkey)--Antiquities--Catalogs.; Carchemish (Extinct city); Tombs--Turkey--Karkamiş.; Carchemish.; Fouilles (Archéologie)--Turquie--Karkamış.; Karkemish (Ville ancienne); Tombeaux--Turquie--Karkamış.",https://pleiades.stoa.org/places/658465;,,0,,,,,2026-02-27,2026-02-27,Ancient Western Asia,0.7909190234437329,0.7909190234437329,0.0164774796550777,0.0383475890154537,0.0257209438518287,0.0483742521983934,0.0142507932152023,0.065909918620311,Ancient Western Asia
31154069037529,Issue,,DS715 .W439,NYU ISAW Offsite,Offsite Collection,990018258730107876,Wen wu.,,0511-4772,,Wen wu chu ban she,Beijing :,1959-,"Electronic journals.; Antiquities; China; Periodicals; Periodicals.; Art, Chinese--History--Periodicals.; China--Antiquities--Periodicals.; Imperial China.; China.; Ancient China.; Chine--Antiquités--Périodiques.",http://vocab.getty.edu/tgn/8697462; http://vocab.getty.edu/tgn/1000111; http://vocab.getty.edu/tgn/8697463;,https://id.oclc.org/worldcat/entity/E39PBJdCqh8h6hJY7PT6MQW4bd;,0,2026:no.1,,,,2026-02-09,2026-02-09,"China, South Asia, & East Asia",0.925016078586442,0.0,0.0215120018275916,0.925016078586442,0.0,0.0330362885209443,0.0117090642859043,0.0087265667791173,"China, South Asia, & East Asia"
31154069037537,Book,,TN690 .S346 2012,NYU Inst Study Ancient World,Large Collection,9998784208807876,Ancient metals : microstructure and metallurgy /,0982933800; 9780982933800; 0982933843; 9780982933848; 0982933835; 9780982933831; 0982933827; 9780982933824,,"Scott, David A., 1948- author.",Conservation Science Press,[Los Angeles] :,2012-<2013>,Metallography.; Alloys--Metallography.; Metallographic specimens.; Art objects--Conservation and restoration.; Metallurgy in archaeology.; metallography.; archaeometallurgy.; Alloys--Metallography; Art objects--Conservation and restoration; Metallographic specimens; Metallography; Colombia.; Ecuador.; Alliages--Métallographie.; Métallographie--Éprouvettes.; Objets d'art--Conservation et restauration.; Métallographie.; Métallurgie en archéologie.,http://vocab.getty.edu/tgn/1000050; http://vocab.getty.edu/tgn/1000051,,0,v.1,,,,2026-02-09,2026-02-19,Cross-Cultural Studies & Other,0.3664946732150668,0.0,0.1336178496096597,0.31096517727339,0.3664946732150668,0.0,0.1082473718356737,0.0806749280662096,Cross-Cultural Studies & Other
31154069078580,Book,,PJ3545 .N58 2023,NYU Inst Study Ancient World,Small Collection,9998784728407876,"L'onomastica religiosa neo-assira : aspetti qualitativi e quantitativi, riflessi sociali e religiosi /",9791281427037,,"Nitta, Ermenegildo, author.",Arbor sapientiae; DICAM,Messina : Roma :,2023.,"Names, Personal--Akkadian.; Akkadian language--Etymology--Names.; Names, Personal--Religious aspects.; Gods, Assyro-Babylonian.; Akkadian language--Etymology--Names; Gods, Assyro-Babylonian; Names, Personal--Akkadian; Names, Personal--Religious aspects; Assyria (kingdom); Noms de personnes akkadiens.; Akkadien (Langue)--Étymologie--Noms.; Noms de personnes--Aspect religieux.; Dieux assyro-babyloniens.",https://pleiades.stoa.org/places/29492,,0,,,,,2026-02-12,2026-02-12,Egypt & North Africa,0.6769362819946968,0.2535028874959564,0.015278075808908,0.0,0.0419055793615764,0.6769362819946968,0.0123771753388622,0.0,Egypt & North Africa
31154069078598,Book,,DS156.B67 H388 2012,NYU Inst Study Ancient World,Large Collection,9998784626607876,"""Hattuşa'da 106 yıl"" : Hitit kazılarının fotoğraflarla öyküsü = ""106 years in Hattusha"" : photographs tell the story of the excavations in the Hittite capital /",9750823745; 9789750823749,,"Seeher, Jürgen, author.",DAI; Yapı Kredi Yayınları,"Beyoğlu, İstanbul :",2012.,Excavations (Archaeology)--Turkey--Boğazköy.; Boğazköy (Turkey)--Antiquities.; Antiquities; Excavations (Archaeology); Hittites; Turkey--Boğazköy; Ausgrabung; Boğazkale; Hatti; Fouilles (Archéologie)--Turquie--Boǧazköy.; Hittites.,(DE-601)106103210; (DE-601)106302566,,0,,,,,2026-02-12,2026-02-12,Ancient Western Asia,0.8335660739835815,0.8335660739835815,0.0214258109591863,0.0335021771361822,0.0,0.0422619206993124,0.0116621502689241,0.0575818669528131,Ancient Western Asia
31154069078606,Issue,,CC79.E85 B56,NYU Inst Study Ancient World,Library 6,990040390660107876,Bian jiang kao gu yan jiu = Research of China's frontier archaeology /,,,,Ke xue chu ban she,Beijing :,2002-,China--Antiquities--Periodicals.; China--Boundaries--Periodicals.; Excavations (Archaeology)--China--Periodicals.; Antiquities; Boundaries; Excavations (Archaeology); China; Periodicals; Periodicals.; Imperial China.; China.; Ancient China.,http://vocab.getty.edu/tgn/8697462; http://vocab.getty.edu/tgn/1000111; http://vocab.getty.edu/tgn/8697463,https://id.oclc.org/worldcat/entity/E39PBJdCqh8h6hJY7PT6MQW4bd;,0,no.37(2025),,,,2026-02-12,2026-02-12,"China, South Asia, & East Asia",0.6111418353426981,0.0,0.0095490911772296,0.6111418353426981,0.3492239059101131,0.021826494119382,0.008258673450577,0.0,"China, South Asia, & East Asia"
31154069078614,Issue,,DS793.S644 N36,NYU Inst Study Ancient World,Library 6,990040390240107876,Nan fang min zu kao gu = Southern ethnology and archaeology /,,,,Ke xue chu ban she; Sichuan da xue chu ban she,Chengdu :,1987-,"Ethnology--China, Southeast.; Ethnology--Southeast Asia.; China, Southeast--Ethnic relations.; Southeast Asia--Ethnic relations.; Ethnic relations; Ethnology; Southeast China; Southeast Asia; Southeast Asia.; Southeast China.",http://vocab.getty.edu/tgn/7016821;,https://www.wikidata.org/entity/Q14203776,0,v.29(2024),,,,2026-02-12,2026-02-12,"China, South Asia, & East Asia",0.8194662732758832,0.0512166420797427,0.0819466273275883,0.8194662732758832,0.0,0.0292666526169958,0.0103729908009605,0.007730813898829,"China, South Asia, & East Asia"
31154069078622,Issue,,CC101.C6 K4,NYU Inst Study Ancient World,Small Collection,990041670840107876,Ke ji kao gu = Science for archaeology /,,,,Zhongguo she hui ke xue chu ban she,Beijing :,2005-,Archaeology--China--Periodicals.; Archaeology--China--History--Periodicals.; Archaeology--Methodology--Periodicals.; Archaeology.; Archaeology--Methodology.; China.; History.; Periodicals.,(OCoLC)fst01206073,https://id.oclc.org/worldcat/entity/E39PBJdCqh8h6hJY7PT6MQW4bd,0,v.8(2024),,,,2026-02-12,2026-02-12,Cross-Cultural Studies & Other,0.7161589742881412,0.0,0.0111899839732522,0.2170645071098635,0.7161589742881412,0.0328513290957862,0.0227352055329568,0.0,Cross-Cultural Studies & Other
31154069078630,Issue,,DS797.68.X536 C5363,NYU Inst Study Ancient World,Library 6,990081375870107876,Chang'an xue yan jiu.,,,,Zhonghua shu ju,Beijing Shi :,2016-,"Xi'an Shi (China)--History--Periodicals.; China--History--Tang dynasty, 618-907--Periodicals.; Tang Dynasty (China); China; China--Xi'an Shi; 618-907; History; Periodicals; Sian.; Imperial China.; China.; Ancient China.; Chine--Histoire--618-907 (Dynastie des Tang)--Périodiques.",http://vocab.getty.edu/tgn/7001810; http://vocab.getty.edu/tgn/8697462; http://vocab.getty.edu/tgn/1000111; http://vocab.getty.edu/tgn/8697463;,https://id.oclc.org/worldcat/entity/E39PBJdCqh8h6hJY7PT6MQW4bd; https://id.oclc.org/worldcat/entity/E39QbtfRjyjFj4XBwTDP3HY99c;,0,no.11(2025),,,,2026-02-12,2026-02-12,"China, South Asia, & East Asia",0.923939649468278,0.0,0.0144365570229418,0.923939649468278,0.0,0.0423825527279026,0.0124856709387605,0.006755569842117,"China, South Asia, & East Asia"
31154069078648,Issue,,DS715 .K37,NYU Inst Study Ancient World,Library 6,990037156580107876,Kao gu xue yan jiu /,,,,Ke xue chu ban she; Xinhua shu dian jing xiao; Wen wu chu ban she,Beijing :,1992-,China--Antiquities--Periodicals.; Archaeology--China--Periodicals.; Antiquities; Archaeology; China; Periodicals; Imperial China.; China.; Ancient China.,http://vocab.getty.edu/tgn/8697462; http://vocab.getty.edu/tgn/1000111; http://vocab.getty.edu/tgn/8697463,https://id.oclc.org/worldcat/entity/E39PBJdCqh8h6hJY7PT6MQW4bd;,0,v.17:no.2(2024),,,,2026-02-12,2026-02-12,"China, South Asia, & East Asia",0.9046069094154736,0.0,0.0210373699864063,0.9046069094154736,0.0220635831564749,0.0323073896219812,0.0114507203723477,0.0085340274473157,"China, South Asia, & East Asia"
31154069078655,Issue,,DS715 .K37,NYU Inst Study Ancient World,Library 6,990037156580107876,Kao gu xue yan jiu /,,,,Ke xue chu ban she; Xinhua shu dian jing xiao; Wen wu chu ban she,Beijing :,1992-,China--Antiquities--Periodicals.; Archaeology--China--Periodicals.; Antiquities; Archaeology; China; Periodicals; Imperial China.; China.; Ancient China.,http://vocab.getty.edu/tgn/8697462; http://vocab.getty.edu/tgn/1000111; http://vocab.getty.edu/tgn/8697463,https://id.oclc.org/worldcat/entity/E39PBJdCqh8h6hJY7PT6MQW4bd;,0,v.17:no.1(2024),,,,2026-02-12,2026-02-12,"China, South Asia, & East Asia",0.9046069094154736,0.0,0.0210373699864063,0.9046069094154736,0.0220635831564749,0.0323073896219812,0.0114507203723477,0.0085340274473157,"China, South Asia, & East Asia"
31154069078663,Issue,,DS715 .K37,NYU Inst Study Ancient World,Library 6,990037156580107876,Kao gu xue yan jiu /,,,,Ke xue chu ban she; Xinhua shu dian jing xiao; Wen wu chu ban she,Beijing :,1992-,China--Antiquities--Periodicals.; Archaeology--China--Periodicals.; Antiquities; Archaeology; China; Periodicals; Imperial China.; China.; Ancient China.,http://vocab.getty.edu/tgn/8697462; http://vocab.getty.edu/tgn/1000111; http://vocab.getty.edu/tgn/8697463,https://id.oclc.org/worldcat/entity/E39PBJdCqh8h6hJY7PT6MQW4bd;,0,v.16(2023),,,,2026-02-12,2026-02-12,"China, South Asia, & East Asia",0.9046069094154736,0.0,0.0210373699864063,0.9046069094154736,0.0220635831564749,0.0323073896219812,0.0114507203723477,0.0085340274473157,"China, South Asia, & East Asia"
31154069078705,Book,,DT73.B375 B48 2007,NYU Inst Study Ancient World,Large Collection,9998785440207876,"Berenike 1999/2000 : report on the excavations at Berenike, including excavations in Wadi Kalalat and Siket, and the survey of the Mons Smaragdus Region /",1931745285; 9781931745284; 1931745293; 9781931745291,,,Cotsen Institute of Archaeology University of California Los Angeles,"Los Angeles, CA :",2007.,Egypt--Antiquities.; Excavations (Archaeology)--Egypt.; Antiquities; Excavations (Archaeology); Egypt; Egypt--Barānīs; Excavations (Archaeology)--Egypt--Berenike.; Barānīs (Egypt)--Antiquities.; Red Sea Region--Antiquities.; Berenice/Berenike.; Égypte--Antiquités.,https://pleiades.stoa.org/places/785986;,https://id.oclc.org/worldcat/entity/E39QbtfRDwpX7XgppvP7ww3J9c; https://id.oclc.org/worldcat/entity/E39QbtfRBmqpkrVfHDqvPBkQWc;,0,,,,,2026-02-19,2026-02-27,Egypt & North Africa,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Egypt & North Africa
31154069078713,Book,,DT398.A155 A82 2025,NYU Inst Study Ancient World,Large Collection,9998785440107876,At the origins of the built environment in the Horn of Africa : the case study of Adulis Eritrea /,8891327743; 9788891327741,,,"""L'Erma"" di Bretschneider",Roma :,[2025],Adulis (Extinct city); Excavations (Archaeology)--Eritrea--Adulis (Extinct city); Eritrea--Antiquities.; Adulis (Extinct city)--Civilization.; Adouli.; Eritrea.,https://pleiades.stoa.org/places/39271; http://vocab.getty.edu/tgn/7001658,,0,,,,,2026-02-19,2026-02-19,Egypt & North Africa,0.964275081869604,0.0,0.0,0.0,0.023518904435844,0.964275081869604,0.0122060136945519,0.0,Egypt & North Africa
31154069078721,Book,,DS156.C32 E93 v.2 2021,NYU Inst Study Ancient World,Large Collection,9998785538407876,Excavations at Karkemish.,8878491306; 9788878491304; 9788878491526; 8878491527,,"Mantellini, Simone, author.",manufacturer not identified; Ante Quem,Bologna :,[2021].,Excavations (Archaeology)--Turkey--Carchemish (Extinct city); Carchemish (Extinct city); Carchemish.; Karkemish (Ville ancienne),https://pleiades.stoa.org/places/658465;,,0,,,,,2026-02-19,2026-02-27,Ancient Western Asia,0.8829406526506246,0.8829406526506246,0.0152481527184729,0.0354866099629916,0.0,0.0447652189900123,0.0123529338478768,0.0092064318300214,Ancient Western Asia
31154069078739,Book,,DS156.C32 E93 v.4 2025,NYU Inst Study Ancient World,Large Collection,9998785523307876,Excavations at Karkemish.,8878492027; 9788878492028; 9788878492035; 8878492035,,"Marchetti, Nicolò, editor.",Manufacturer not identified; Department of History and Cultures University of Bologna; Ante Quem,Bologna :,[2025].,Assyria--Antiquities.; Excavations (Archaeology)--Turkey--Carchemish (Extinct city); Carchemish (Extinct city); Carchemish.; Assyrie--Antiquités.; Karkemish (Ville ancienne),https://pleiades.stoa.org/places/658465;,,0,,,,,2026-02-27,2026-02-27,Ancient Western Asia,0.8764141957314578,0.8764141957314578,0.0225271702697192,0.0352243026035609,0.0,0.0444343266788039,0.0122616243240243,0.0091383803924332,Ancient Western Asia
